"country" "points" "price" "province" "variety" "winery"
"Italy" 88 22 "Tuscany" "Red Blend" "Poggio Verrano"
"Italy" 88 40 "Tuscany" "Red Blend" "Duemani"
"Italy" 90 35 "Tuscany" "Red Blend" "I Balzini"
"Italy" 86 11 "Sicily & Sardinia" "Red Blend" "Casa Catelli"
"Italy" 86 19 "Sicily & Sardinia" "Red Blend" "Valle dell'Acate"
"France" 84 22 "Alsace" "Sparkling Blend" "Lucien Albrecht"
"France" 84 17 "France Other" "Red Blend" "Caves de Marsigny"
"France" 84 25 "Alsace" "Sparkling Blend" "Jean-Baptiste Adam"
"France" 89 31 "Burgundy" "Chardonnay" "Antonin Rodet"
"Italy" 89 33 "Sicily & Sardinia" "Chardonnay" "Maurigi"
"France" 89 35 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 89 54 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 89 29 "Sicily & Sardinia" "Chardonnay" "Cusumano"
"France" 86 7 "Languedoc-Roussillon" "Red Blend" "Château Cabezac"
"France" 86 12 "Languedoc-Roussillon" "Red Blend" "Château de Vaugelas"
"Italy" 89 50 "Sicily & Sardinia" "Red Blend" "Argiolas"
"France" 88 17 "Provence" "Rosé" "Domaine Houchart"
"France" 88 17 "Provence" "Rosé" "Domaine Sainte Lucie"
"France" 88 18 "Provence" "Rosé" "Château Revelette"
"Italy" 88 20 "Tuscany" "Red Blend" "Tenuta San Guido"
"Italy" 88 50 "Tuscany" "Red Blend" "Antonino Tringali-Casanuova"
"France" 90 132 "Burgundy" "Chardonnay" "Pierre Morey"
"Italy" 90 70 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 90 35 "Central Italy" "Red Blend" "Lamborghini"
"Italy" 90 40 "Tuscany" "Red Blend" "I Balzini"
"France" 90 25 "Burgundy" "Chardonnay" "Jean-Pierre et Michel Auvigué"
"Italy" 86 25 "Sicily & Sardinia" "Red Blend" "Abbazia Santa Anastasia"
"Italy" 86 14 "Central Italy" "Red Blend" "Tenuta di Pietra Porzia"
"France" 89 105 "Burgundy" "Chardonnay" "Pierre Morey"
"France" 89 56 "Burgundy" "Chardonnay" "Domaine Leflaive"
"France" 88 22 "Rhône Valley" "Rosé" "E. Guigal"
"France" 88 12 "Provence" "Rosé" "Domaine Houchart"
"France" 88 30 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 86 10 "Loire Valley" "Red Blend" "Domaine le Portail"
"France" 86 12 "Burgundy" "Chardonnay" "Georges Duboeuf"
"Italy" 88 33 "Tuscany" "Red Blend" "Campo al Mare"
"Italy" 88 25 "Tuscany" "Red Blend" "Bocelli"
"Italy" 88 31 "Tuscany" "Red Blend" "Leopoldo I di Toscana"
"Italy" 88 12 "Tuscany" "Red Blend" "Villa Pillo"
"Italy" 88 32 "Tuscany" "Red Blend" "Podere Guado al Melo"
"France" 88 25 "Southwest France" "Red Blend" "Producteurs Plaimont"
"France" 88 11 "Provence" "Rosé" "Domaine Sorin"
"Italy" 89 40 "Sicily & Sardinia" "White Blend" "Cantina Santadi"
"France" 91 21 "Southwest France" "Red Blend" "Château Bellevue la Forêt"
"France" 90 34 "Burgundy" "Chardonnay" "Bouchard Aîné & Fils"
"Italy" 90 55 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 90 55 "Tuscany" "Red Blend" "I Balzini"
"France" 90 65 "Burgundy" "Chardonnay" "Labouré-Roi"
"France" 90 45 "Burgundy" "Chardonnay" "Morey-Blanc"
"Italy" 90 53 "Tuscany" "Red Blend" "Tenuta della Luia"
"France" 90 75 "Burgundy" "Chardonnay" "Roux Père et Fils"
"France" 86 22 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 86 34 "Burgundy" "Chardonnay" "Domaine Pommier"
"Italy" 86 11 "Northeastern Italy" "Red Blend" "Tommasi"
"France" 83 17 "France Other" "Red Blend" "Bailly-Lapierre"
"France" 83 17 "France Other" "White Blend" "Bailly-Lapierre"
"France" 88 14 "Burgundy" "Chardonnay" "Domaine Talmard"
"France" 88 15 "Languedoc-Roussillon" "White Blend" "Chateau Capion"
"France" 88 27 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"Italy" 88 17 "Piedmont" "White Blend" "Quattro Leoni"
"Italy" 88 42 "Lombardy" "White Blend" "Ca' del Bosco"
"France" 88 42 "Provence" "Rosé" "Domaines Ott"
"Italy" 85 10 "Northeastern Italy" "White Blend" "Tommasi"
"Italy" 89 57 "Central Italy" "Red Blend" "Casale del Giglio"
"Italy" 89 30 "Central Italy" "Red Blend" "Umberto Cesari"
"Italy" 89 64 "Central Italy" "Red Blend" "Velenosi"
"Italy" 89 55 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 88 14 "Tuscany" "Red Blend" "Villa Pillo"
"Italy" 88 18 "Tuscany" "Red Blend" "Tenuta Argentiera"
"Italy" 88 18 "Tuscany" "Red Blend" "Tenuta di Trecciano"
"France" 90 20 "Southwest France" "White Blend" "Domaine des Terrisses"
"France" 89 75 "Burgundy" "Chardonnay" "Roux Père et Fils"
"Italy" 89 27 "Central Italy" "Chardonnay" "Drei Donà Tenuta La Palazza"
"France" 86 34 "Burgundy" "Chardonnay" "Domaine Pommier"
"Italy" 86 13 "Tuscany" "Red Blend" "Carpineto"
"Italy" 86 16 "Southern Italy" "Red Blend" "Tenuta Coppadoro"
"France" 85 33 "Burgundy" "Chardonnay" "Domaine Pommier"
"France" 85 22 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 82 17 "France Other" "White Blend" "Caves de Marsigny"
"France" 81 16 "France Other" "Red Blend" "Bouvet-Ladubay"
"Italy" 85 10 "Northeastern Italy" "Red Blend" "Tommasi"
"Italy" 88 22 "Piedmont" "Chardonnay" "Tenute Cisa Asinari dei Marchesi di Gresy"
"Italy" 88 15 "Tuscany" "White Blend" "Teruzzi & Puthod"
"Italy" 88 17 "Piedmont" "White Blend" "Pico Maccario"
"Italy" 88 20 "Northeastern Italy" "White Blend" "Alois Lageder"
"Italy" 88 15 "Central Italy" "White Blend" "Barberani"
"Italy" 88 18 "Sicily & Sardinia" "Chardonnay" "Baglio del Cristo di Campobello"
"Italy" 88 25 "Tuscany" "Red Blend" "Capezzana"
"Italy" 89 40 "Central Italy" "Red Blend" "Masciarelli"
"Italy" 88 40 "Central Italy" "Red Blend" "Antonelli"
"France" 88 18 "Provence" "Rosé" "Domaine Sorin"
"France" 88 14 "Southwest France" "Chardonnay" "Domaine du Tariquet"
"France" 90 21 "Southwest France" "Red Blend" "Château Bellevue la Forêt"
"Italy" 89 120 "Tuscany" "Red Blend" "Tenuta di Trinoro"
"Italy" 89 50 "Central Italy" "Red Blend" "Lungarotti"
"France" 89 39 "Burgundy" "Chardonnay" "Romain Bouchard"
"France" 89 24 "Burgundy" "Chardonnay" "Faiveley"
"Italy" 89 45 "Tuscany" "Red Blend" "I Balzini"
"Italy" 89 50 "Tuscany" "Red Blend" "Fattoria di Valiano"
"France" 85 33 "Burgundy" "Chardonnay" "Domaine Pommier"
"France" 85 47 "Burgundy" "Chardonnay" "Domaine Pommier"
"France" 85 35 "Burgundy" "Chardonnay" "Bertrand Ambroise"
"France" 95 70 "Champagne" "Chardonnay" "Louis Roederer"
"France" 85 24 "Burgundy" "Chardonnay" "Mommessin"
"Italy" 85 11 "Sicily & Sardinia" "Rosé" "Tasca d'Almerita"
"Italy" 85 10 "Northeastern Italy" "Red Blend" "Paladin"
"France" 88 25 "Burgundy" "Chardonnay" "Joseph Drouhin"
"France" 88 20 "Burgundy" "Chardonnay" "Manuel Olivier"
"France" 88 36 "Burgundy" "Chardonnay" "Domaine Leflaive"
"Italy" 88 21 "Sicily & Sardinia" "Chardonnay" "Feudi del Pisciotto"
"Italy" 88 9 "Sicily & Sardinia" "Chardonnay" "Feudo Arancio"
"France" 88 55 "Burgundy" "Chardonnay" "Morey-Blanc"
"Italy" 87 14 "Tuscany" "White Blend" "Tenuta di Burchino"
"Italy" 87 14 "Tuscany" "Syrah" "Tenuta di Trecciano"
"Italy" 87 25 "Tuscany" "Red Blend" "Mocali"
"France" 87 9 "Languedoc-Roussillon" "White Blend" "Domaines Paul Mas"
"Italy" 87 29 "Tuscany" "Red Blend" "Antonino Tringali-Casanuova"
"Italy" 88 30 "Central Italy" "Red Blend" "Il Conte"
"Italy" 88 25 "Central Italy" "Red Blend" "Talamonti"
"France" 88 15 "Provence" "Rosé" "Domaine d'Eole"
"France" 88 27 "Provence" "Rosé" "Château Sainte Marguerite"
"France" 88 35 "Provence" "Rosé" "Château d'Esclans"
"Italy" 89 22 "Piedmont" "Chardonnay" "Pio Cesare"
"France" 89 38 "Burgundy" "Chardonnay" "Roux Père et Fils"
"France" 88 129 "Burgundy" "Chardonnay" "Labouré-Roi"
"Italy" 88 28 "Tuscany" "Red Blend" "Fattoria Fibbiano"
"France" 85 26 "Burgundy" "Chardonnay" "Olivier Leflaive"
"France" 85 19 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 85 9 "Central Italy" "Chardonnay" "Farnese"
"France" 85 33 "Burgundy" "Chardonnay" "Domaine Pommier"
"Italy" 85 14 "Tuscany" "Red Blend" "Loacker"
"France" 85 105 "Burgundy" "Chardonnay" "Chanson Père et Fils"
"France" 85 26 "Burgundy" "Chardonnay" "Barton & Guestier"
"France" 94 125 "Champagne" "Chardonnay" "Jacquesson et Fils"
"France" 84 11 "Languedoc-Roussillon" "Red Blend" "Château Cabezac"
"Italy" 87 18 "Tuscany" "White Blend" "Fattoria Fibbiano"
"France" 87 14 "Languedoc-Roussillon" "White Blend" "Domaine de Nizas"
"Italy" 87 22 "Tuscany" "Rosé" "Il Poggione"
"Italy" 87 11 "Tuscany" "White Blend" "Banfi"
"Italy" 87 12 "Central Italy" "Rosé" "Talamonti"
"Italy" 87 16 "Veneto" "Rosé" "Ronca"
"Italy" 87 16 "Tuscany" "Syrah" "Villa Pillo"
"Italy" 87 15 "Tuscany" "Red Blend" "Capezzana"
"Italy" 88 32 "Central Italy" "White Blend" "Lungarotti"
"Italy" 88 16 "Central Italy" "Red Blend" "Madonna Alta"
"Italy" 88 38 "Central Italy" "Red Blend" "Le Caniette"
"France" 88 59 "Burgundy" "Chardonnay" "Pierre Morey"
"Italy" 88 20 "Central Italy" "Red Blend" "Lamborghini"
"France" 88 36 "Burgundy" "Chardonnay" "Pascal Bouchard"
"France" 85 19 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 93 128 "Champagne" "Chardonnay" "Pol Roger"
"France" 87 12 "Languedoc-Roussillon" "Chardonnay" "Gayda"
"Italy" 87 13 "Sicily & Sardinia" "Chardonnay" "Feudo Principi di Butera"
"Italy" 87 11 "Tuscany" "Rosé" "Banfi"
"Italy" 87 13 "Central Italy" "White Blend" "Casale del Giglio"
"France" 87 54 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"Italy" 87 13 "Northeastern Italy" "White Blend" "La Vis"
"France" 87 12 "Languedoc-Roussillon" "Chardonnay" "Le Drunk Rooster"
"France" 87 19 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"Italy" 84 43 "Sicily & Sardinia" "Red Blend" "Mirabile"
"Italy" 87 24 "Tuscany" "Red Blend" "Leopoldo I di Toscana"
"France" 88 14 "Southwest France" "Red Blend" "Château la Caminade"
"France" 84 26 "Burgundy" "Chardonnay" "Maison Champy"
"France" 88 42 "Burgundy" "Chardonnay" "Roux Père et Fils"
"France" 88 30 "Burgundy" "Chardonnay" "Faiveley"
"France" 87 24 "Burgundy" "Chardonnay" "Bouchard Aîné & Fils"
"France" 87 14 "Rhône Valley" "Rosé" "E. Guigal"
"Italy" 87 20 "Tuscany" "Rosé" "I Giusti e Zanza"
"France" 87 23 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"Italy" 87 11 "Northeastern Italy" "Chardonnay" "Lagaria"
"Italy" 87 18 "Tuscany" "Red Blend" "Collemassari"
"France" 87 17 "Provence" "Rosé" "Domaine Gavoty"
"France" 87 11 "Southwest France" "White Blend" "Domaine la Hitaire"
"France" 88 18 "Loire Valley" "Red Blend" "Domaine Joël Delaunay"
"Italy" 84 20 "Southern Italy" "Red Blend" "Digi Or"
"France" 84 33 "Burgundy" "Chardonnay" "Domaine Pommier"
"France" 84 26 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"Italy" 87 18 "Central Italy" "Red Blend" "Barberani"
"Italy" 87 17 "Central Italy" "Red Blend" "Castello di Corbara"
"Italy" 87 14 "Tuscany" "Red Blend" "Poggio alle Sughere"
"Italy" 87 25 "Central Italy" "Red Blend" "Madonna Alta"
"France" 92 72 "Champagne" "Chardonnay" "Pehu-Simonet"
"Italy" 87 38 "Sicily & Sardinia" "Rosé" "Paolo Calì"
"France" 87 45 "Burgundy" "Chardonnay" "Domaine Jayer-Gilles"
"Italy" 87 12 "Sicily & Sardinia" "Chardonnay" "Feudo Montoni"
"Italy" 87 18 "Veneto" "White Blend" "Astoria"
"Italy" 87 12 "Southern Italy" "Chardonnay" "Tormaresca"
"Italy" 87 18 "Northeastern Italy" "Rosé" "St. Pauls"
"France" 87 9 "Languedoc-Roussillon" "Chardonnay" "Barton & Guestier"
"France" 87 18 "Burgundy" "Chardonnay" "Antonin Rodet"
"Italy" 87 12 "Northeastern Italy" "Chardonnay" "Bollini"
"Italy" 86 12 "Tuscany" "Red Blend" "Fattoria Scopone"
"Italy" 86 15 "Tuscany" "White Blend" "Badia a Coltibuono"
"Italy" 86 11 "Tuscany" "White Blend" "Banfi"
"Italy" 87 15 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 87 13 "Central Italy" "Red Blend" "Umberto Cesari"
"France" 88 14 "Southwest France" "Red Blend" "Domaine des Terrisses"
"Italy" 84 12 "Central Italy" "White Blend" "Fontana Candida"
"Italy" 84 13 "Sicily & Sardinia" "Syrah" "Valle dell'Acate"
"Italy" 84 10 "Northeastern Italy" "Rosé" "Masi"
"Italy" 83 16 "Central Italy" "Rosé" "Chiorri"
"Italy" 87 15 "Central Italy" "Red Blend" "Lungarotti"
"Italy" 87 19 "Northeastern Italy" "Chardonnay" "Loacker"
"France" 92 84 "Champagne" "Chardonnay" "Pierre Gimonnet et Fils"
"France" 91 65 "Champagne" "Chardonnay" "Ayala"
"France" 87 37 "Burgundy" "Chardonnay" "Pierre Morey"
"Italy" 87 12 "Tuscany" "Chardonnay" "Ruffino"
"Italy" 86 10 "Sicily & Sardinia" "Rosé" "Cusumano"
"France" 87 25 "Provence" "Rosé" "Château l'Afrique"
"France" 87 20 "Provence" "Rosé" "Château d'Esclans"
"France" 87 20 "Provence" "White Blend" "Domaine de la Sauveuse"
"Italy" 86 13 "Tuscany" "Red Blend" "Ciacci Piccolomini d'Aragona"
"Italy" 87 17 "Central Italy" "Red Blend" "Lungarotti"
"France" 87 12 "Southwest France" "White Blend" "Domaine des Terrisses"
"Italy" 87 17 "Piedmont" "Red Blend" "Fontanafredda"
"Italy" 83 17 "Southern Italy" "Red Blend" "Cantine Due Palme"
"Italy" 87 15 "Central Italy" "Red Blend" "Terre de Trinci"
"France" 86 55 "Burgundy" "Chardonnay" "Domaine Jessiaume"
"France" 86 42 "Provence" "Rosé" "Domaines Ott"
"Italy" 86 8 "Southern Italy" "Rosé" "Cantine Cipressi"
"Italy" 86 20 "Tuscany" "Rosé" "Fabrizio Dionisio"
"France" 86 26 "Burgundy" "Chardonnay" "Domaine Christian Moreau Père et Fils"
"France" 86 16 "Rhône Valley" "Rosé" "Domaine de la Mordorée"
"Italy" 87 126 "Sicily & Sardinia" "Red Blend" "Feudi della Medusa"
"France" 81 8 "Languedoc-Roussillon" "Red Blend" "Les Vignerons de la Méditerranée"
"Italy" 86 18 "Central Italy" "Red Blend" "Terre de Trinci"
"France" 86 20 "Burgundy" "Chardonnay" "Faiveley"
"Italy" 86 21 "Southern Italy" "Chardonnay" "Tormaresca"
"France" 86 15 "Burgundy" "Chardonnay" "Cave de Lugny"
"France" 86 13 "Languedoc-Roussillon" "Chardonnay" "La Forge Estate"
"Italy" 86 17 "Southern Italy" "Rosé" "L'Astore Masseria"
"France" 86 25 "Provence" "Rosé" "Domaine de Souviou"
"France" 86 10 "Languedoc-Roussillon" "White Blend" "Château Cabezac"
"Italy" 86 14 "Tuscany" "Red Blend" "Scopetani"
"Italy" 86 15 "Tuscany" "Red Blend" "Teruzzi & Puthod"
"Italy" 86 20 "Tuscany" "Red Blend" "I Veroni"
"Italy" 86 18 "Tuscany" "Red Blend" "Bocelli"
"Italy" 86 15 "Tuscany" "Red Blend" "Tommasi"
"Italy" 87 14 "Central Italy" "Red Blend" "Velenosi"
"Italy" 87 26 "Central Italy" "Red Blend" "Trerè"
"Italy" 87 14 "Central Italy" "White Blend" "Lungarotti"
"Italy" 87 22 "Central Italy" "Red Blend" "Il Conte"
"Italy" 86 18 "Tuscany" "White Blend" "Fattoria di Petrognano"
"France" 86 13 "Languedoc-Roussillon" "Chardonnay" "Gérard Bertrand"
"Italy" 86 15 "Tuscany" "White Blend" "Villa Calcinaia"
"France" 86 15 "Provence" "Rosé" "Château de Pourcieux"
"France" 86 10 "Southwest France" "White Blend" "Domaine de Pouy"
"Italy" 94 95 "Tuscany" "Red Blend" "Marchesi Antinori"
"Italy" 86 16 "Tuscany" "Red Blend" "Piandibugnano"
"France" 86 12 "Southwest France" "Rosé" "Château Bellevue la Forêt"
"France" 86 11 "Languedoc-Roussillon" "Chardonnay" "Hob Nob"
"Italy" 86 13 "Veneto" "Rosé" "Marchesini"
"France" 86 19 "Provence" "Rosé" "Domaines Ott"
"France" 86 14 "Languedoc-Roussillon" "Chardonnay" "Domaine de Fonfile"
"Italy" 86 10 "Central Italy" "Rosé" "Talamonti"
"Italy" 86 13 "Southern Italy" "Rosé" "Masseria Altemura"
"France" 86 11 "Provence" "Rosé" "Château Sainte Roseline"
"France" 85 14 "Southwest France" "Red Blend" "Château Bouissel"
"Italy" 85 16 "Tuscany" "Red Blend" "Leopoldo I di Toscana"
"Italy" 86 14 "Central Italy" "Red Blend" "Fazi Battaglia"
"Italy" 86 10 "Central Italy" "Red Blend" "Il Conte"
"France" 85 24 "Burgundy" "Chardonnay" "Bouchard Père & Fils"
"France" 85 13 "Burgundy" "Chardonnay" "Maison Jean-Baptiste Béjot"
"France" 85 24 "Languedoc-Roussillon" "White Blend" "Mas de Lavail"
"Italy" 85 20 "Tuscany" "White Blend" "Bocelli"
"France" 85 9 "Languedoc-Roussillon" "Rosé" "Les Vignerons de la Méditerranée"
"Italy" 85 10 "Tuscany" "Red Blend" "Bellini"
"Italy" 85 10 "Tuscany" "Red Blend" "Badia a Coltibuono"
"France" 85 10 "Languedoc-Roussillon" "White Blend" "Domaines Paul Mas"
"France" 93 78 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"Italy" 85 14 "Veneto" "Chardonnay" "Tenuta Santomè"
"France" 85 20 "Provence" "Rosé" "Baron Gassier"
"France" 85 10 "Languedoc-Roussillon" "Chardonnay" "The Frenchhouse"
"Italy" 84 10 "Tuscany" "Red Blend" "I Veroni"
"France" 86 16 "Provence" "Rosé" "Les Maîtres Vignerons de la Presqu'île de Saint-Tropez"
"France" 97 95 "Burgundy" "Chardonnay" "William Fèvre"
"France" 96 85 "Burgundy" "Chardonnay" "William Fèvre"
"France" 95 76 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"France" 95 85 "Burgundy" "Chardonnay" "William Fèvre"
"France" 95 86 "Burgundy" "Chardonnay" "William Fèvre"
"France" 94 100 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 94 97 "Burgundy" "Chardonnay" "Albert Bichot"
"France" 93 65 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 92 137 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"Italy" 84 13 "Central Italy" "White Blend" "Drei Donà Tenuta La Palazza"
"Italy" 84 28 "Central Italy" "Red Blend" "Cantine Novelli"
"France" 85 15 "Burgundy" "Chardonnay" "Bouchard Aîné & Fils"
"Italy" 85 15 "Southern Italy" "Rosé" "Giordano"
"Italy" 85 10 "Tuscany" "Rosé" "Terre di Poppiano"
"France" 85 11 "Languedoc-Roussillon" "White Blend" "Addict Wines"
"Italy" 85 15 "Tuscany" "White Blend" "Badia a Coltibuono"
"France" 85 16 "Provence" "Rosé" "Domaine Houchart"
"France" 84 17 "Southwest France" "Rosé" "Clos d'Yvigne"
"France" 84 11 "France Other" "Red Blend" "Domaine des Sablonnettes"
"France" 93 86 "Burgundy" "Chardonnay" "William Fèvre"
"France" 93 60 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 93 76 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"France" 93 60 "Burgundy" "Chardonnay" "William Fèvre"
"France" 93 65 "Burgundy" "Chardonnay" "Albert Bichot"
"France" 93 90 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 93 60 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 93 60 "Burgundy" "Chardonnay" "Jean-Marc Brocard"
"France" 93 30 "Burgundy" "Chardonnay" "Jean-Marc Brocard"
"France" 93 75 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 93 44 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"France" 93 70 "Burgundy" "Chardonnay" "William Fèvre"
"France" 93 59 "Burgundy" "Chardonnay" "Jean-Marc Brocard"
"France" 93 44 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"France" 93 46 "Burgundy" "Chardonnay" "William Fèvre"
"France" 92 40 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 85 15 "Provence" "Rosé" "Domaine de la Sauveuse"
"France" 85 15 "Provence" "Rosé" "Mas de Cadenet"
"Italy" 85 16 "Sicily & Sardinia" "Rosé" "Argiolas"
"France" 85 10 "Loire Valley" "Chardonnay" "Domaine du Petit Clocher"
"France" 85 12 "Southwest France" "Red Blend" "Château Bellevue la Forêt"
"France" 85 13 "Southwest France" "Red Blend" "Château Cahuzac"
"France" 84 16 "Burgundy" "Chardonnay" "Vins Auvigue"
"Italy" 84 12 "Central Italy" "Red Blend" "Barberani"
"France" 85 13 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 84 45 "Burgundy" "Chardonnay" "Domaine Jayer-Gilles"
"France" 84 15 "Languedoc-Roussillon" "Rosé" "Gayda"
"France" 84 9 "Languedoc-Roussillon" "Chardonnay" "Les Vignerons de la Méditerranée"
"France" 84 18 "Burgundy" "Chardonnay" "Vignerons de Buxy"
"France" 84 17 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 84 10 "Languedoc-Roussillon" "Rosé" "The Frenchhouse"
"France" 84 16 "Languedoc-Roussillon" "Rosé" "Mas Belles Eaux"
"France" 84 20 "Alsace" "Chardonnay" "Ehrhart"
"France" 84 12 "Languedoc-Roussillon" "Chardonnay" "Domaine de Guiot"
"Italy" 84 11 "Tuscany" "Red Blend" "I Veroni"
"France" 92 32 "Burgundy" "Chardonnay" "Albert Bichot"
"Italy" 92 42 "Sicily & Sardinia" "White Blend" "Cantina Santadi"
"France" 92 34 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 92 45 "Burgundy" "Chardonnay" "William Fèvre"
"France" 92 44 "Burgundy" "Chardonnay" "Domaine Vincent Dauvissat"
"France" 85 18 "Provence" "Rosé" "Domaine de Souviou"
"Italy" 85 10 "Piedmont" "White Blend" "Gancia"
"Italy" 91 30 "Piedmont" "Red Blend" "Ceretto"
"France" 91 88 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"France" 85 9 "Southwest France" "Red Blend" "Producteurs Plaimont"
"France" 85 9 "Southwest France" "Red Blend" "Producteurs Plaimont"
"Italy" 83 18 "Central Italy" "Red Blend" "Cantina Tudernum"
"France" 84 10 "Languedoc-Roussillon" "Chardonnay" "Barton & Guestier"
"Italy" 84 22 "Tuscany" "Chardonnay" "Avignonesi"
"France" 84 15 "Burgundy" "Chardonnay" "Signé Vigneron"
"France" 84 10 "Rhône Valley" "Rosé" "Château de Campuget"
"France" 84 13 "Rhône Valley" "Rosé" "Paul Jaboulet Aîné"
"France" 83 10 "France Other" "Chardonnay" "Domaine de Virginie"
"France" 92 65 "Burgundy" "Chardonnay" "Albert Bichot"
"France" 92 34 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 92 32 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 92 95 "Burgundy" "Chardonnay" "Pascal Bouchard"
"France" 91 29 "Burgundy" "Chardonnay" "Jean-Marc Brocard"
"France" 91 34 "Burgundy" "Chardonnay" "La Chablisienne"
"France" 91 35 "Burgundy" "Chardonnay" "Simonnet-Febvre"
"France" 91 65 "Burgundy" "Chardonnay" "Albert Bichot"
"France" 85 10 "Provence" "Rosé" "Les Vignerons de Grimaud"
"France" 85 7 "Southwest France" "White Blend" "Domaine de Pellehaut"
"Italy" 84 18 "Piedmont" "Red Blend" "Ricossa"
"Italy" 84 39 "Northeastern Italy" "Chardonnay" "Volpe Pasini"
"Italy" 91 50 "Sicily & Sardinia" "Red Blend" "Agricola Punica"
"France" 91 60 "Burgundy" "Chardonnay" "La Chablisienne"
"Italy" 91 35 "Sicily & Sardinia" "White Blend" "Feudo Arancio"
"France" 90 46 "Burgundy" "Chardonnay" "Domaine Grossot"
"France" 90 33 "Burgundy" "Chardonnay" "Domaine Laroche"
"France" 84 10 "Southwest France" "White Blend" "Domaine de Pajot"
"France" 84 22 "Provence" "Red Blend" "Domaine de la Sauveuse"
"Italy" 87 12 "Tuscany" "Rosé" "Banfi"
"Italy" 85 8 "Southern Italy" "Red Blend" "Tormaresca"
"France" 85 9 "Languedoc-Roussillon" "Syrah" "Tortoise Creek"
"France" 83 15 "Languedoc-Roussillon" "Rosé" "Château Moyau"
"France" 83 10 "Provence" "Rosé" "Baron Gassier"
"France" 90 45 "Burgundy" "Chardonnay" "William Fèvre"
"Italy" 90 56 "Southern Italy" "White Blend" "Feudi di San Gregorio"
"France" 90 40 "Burgundy" "Chardonnay" "William Fèvre"
"France" 90 30 "Burgundy" "Chardonnay" "La Chablisienne"
"Italy" 90 42 "Sicily & Sardinia" "White Blend" "Pala"
"Italy" 90 22 "Sicily & Sardinia" "Red Blend" "Sella & Mosca"
"France" 90 36 "Burgundy" "Chardonnay" "Pascal Bouchard"
"Italy" 84 11 "Central Italy" "White Blend" "Umberto Cesari"
"France" 84 20 "Provence" "Red Blend" "Domaine de la Sauveuse"
"Italy" 89 28 "Northeastern Italy" "White Blend" "Bressan"
"France" 89 75 "Champagne" "Chardonnay" "Philipponnat"
"France" 89 40 "Champagne" "Chardonnay" "Nicolas Feuillatte"
"France" 90 88 "Rhône Valley" "Syrah" "Jean-Luc Colombo"
"France" 90 42 "Rhône Valley" "Syrah" "Tardieu-Laurent"
"Italy" 98 175 "Tuscany" "Red Blend" "Tenuta dell'Ornellaia"
"Italy" 97 190 "Tuscany" "Red Blend" "Tenuta San Guido"
"Italy" 96 170 "Tuscany" "Red Blend" "Marchesi Antinori"
"Italy" 95 140 "Tuscany" "Red Blend" "Fattoria Le Pupille"
"Italy" 95 66 "Tuscany" "Red Blend" "Podere Sapaio"
"Italy" 95 79 "Tuscany" "Red Blend" "Marchesi Antinori"
"Italy" 95 50 "Tuscany" "Red Blend" "Avignonesi"
"Italy" 85 14 "Tuscany" "Red Blend" "Gualdo del Re"
"France" 87 11 "Rhône Valley" "Rosé" "Louis Bernard"
"France" 87 22 "Rhône Valley" "Rosé" "Brotte"
"Italy" 87 28 "Veneto" "Rosé" "Villa Sandi"
"France" 83 9 "Languedoc-Roussillon" "Chardonnay" "Domaines Barons de Rothschild (Lafite)"
"France" 90 30 "Burgundy" "Chardonnay" "Simonnet-Febvre"
