;Day;Publisher;impressions;clicks;revenue;viewed_impressions;ctr;price_cpm;view_rate;number_ads;quality;volume;genre
807;14.08.2016;21555;3369;0;6,34;1461;0,000000;1,88;0,434;9;non-premium;Small;General_interest
811;15.08.2016;21555;3674;0;6,83;1387;0,000000;1,86;0,378;9;non-premium;Small;General_interest
815;16.08.2016;21555;3240;0;8,77;1073;0,000000;2,71;0,331;9;non-premium;Small;General_interest
819;17.08.2016;21555;3486;2;7,22;1241;0,000574;2,07;0,356;9;non-premium;Small;General_interest
823;18.08.2016;21555;2571;0;6,59;957;0,000000;2,56;0,372;9;non-premium;Small;General_interest
827;19.08.2016;21555;2255;0;3,69;683;0,000000;1,64;0,303;9;non-premium;Small;General_interest
831;20.08.2016;21555;4548;1;13,75;1244;0,000220;3,02;0,274;9;non-premium;Small;General_interest
835;21.08.2016;21555;2571;0;4,14;650;0,000000;1,61;0,253;9;non-premium;Small;General_interest
839;22.08.2016;21555;3175;1;3,22;831;0,000315;1,01;0,262;9;non-premium;Small;General_interest
842;23.08.2016;21555;2114;0;5,60;633;0,000000;2,65;0,299;9;non-premium;Small;General_interest
845;24.08.2016;21555;1887;1;3,35;622;0,000530;1,77;0,33;9;non-premium;Small;General_interest
848;25.08.2016;21555;2910;1;6,61;993;0,000344;2,27;0,341;9;non-premium;Small;General_interest
851;26.08.2016;21555;3405;1;4,54;980;0,000294;1,33;0,288;9;non-premium;Small;General_interest
854;27.08.2016;21555;5390;0;16,53;1515;0,000000;3,07;0,281;9;non-premium;Small;General_interest
857;28.08.2016;21555;8557;0;26,23;2582;0,000000;3,06;0,302;9;non-premium;Small;General_interest
860;29.08.2016;21555;4392;0;9,17;1366;0,000000;2,09;0,311;9;non-premium;Small;General_interest
863;30.08.2016;21555;1970;0;3,26;421;0,000000;1,65;0,214;9;non-premium;Small;General_interest
865;31.08.2016;21555;1449;0;1,14;264;0,000000;0,79;0,182;9;non-premium;Small;General_interest
756;01.09.2016;21555;2270;0;2,28;315;0,000000;1,01;0,139;9;non-premium;Small;General_interest
760;02.09.2016;21555;1901;0;4,35;214;0,000000;2,29;0,113;9;non-premium;Small;General_interest
764;03.09.2016;21555;1817;0;3,47;163;0,000000;1,91;0,09;9;non-premium;Small;General_interest
768;04.09.2016;21555;3861;0;10,06;551;0,000000;2,61;0,143;9;non-premium;Small;General_interest
772;05.09.2016;21555;2013;0;1,92;232;0,000000;0,95;0,115;9;non-premium;Small;General_interest
776;06.09.2016;21555;1928;0;5,43;388;0,000000;2,82;0,201;9;non-premium;Small;General_interest
780;07.09.2016;21555;1961;0;3,04;202;0,000000;1,55;0,103;9;non-premium;Small;General_interest
784;08.09.2016;21555;2789;0;6,61;564;0,000000;2,37;0,202;9;non-premium;Small;General_interest
788;09.09.2016;21555;2112;0;3,94;261;0,000000;1,87;0,124;9;non-premium;Small;General_interest
792;10.09.2016;21555;1839;0;2,76;215;0,000000;1,50;0,117;9;non-premium;Small;General_interest
796;11.09.2016;21555;2623;1;5,89;571;0,000381;2,24;0,218;9;non-premium;Small;General_interest
800;12.09.2016;21555;4043;0;9,80;1437;0,000000;2,42;0,355;9;non-premium;Small;General_interest
804;13.09.2016;21555;2184;2;6,51;395;0,000916;2,98;0,181;9;non-premium;Small;General_interest
808;14.09.2016;21555;97;0;0,24;6;0,000000;2,44;0,062;9;non-premium;Small;General_interest
812;15.09.2016;21555;3749;2;3,51;1252;0,000533;0,94;0,334;9;non-premium;Small;General_interest
816;16.09.2016;21555;2119;0;2,37;621;0,000000;1,12;0,293;9;non-premium;Small;General_interest
820;17.09.2016;21555;731;0;1,20;204;0,000000;1,65;0,279;9;non-premium;Small;General_interest
824;18.09.2016;21555;3434;1;7,86;990;0,000291;2,29;0,288;9;non-premium;Small;General_interest
828;19.09.2016;21555;1973;0;2,27;739;0,000000;1,15;0,375;9;non-premium;Small;General_interest
832;20.09.2016;21555;804;0;0,95;271;0,000000;1,18;0,337;9;non-premium;Small;General_interest
836;21.09.2016;21555;319;0;1,09;99;0,000000;3,42;0,31;9;non-premium;Small;General_interest
866;01.06.2016;31555;4290;0;11,06;2692;0,000000;2,58;0,628;3;non-premium;Small;Sports
869;02.06.2016;31555;4526;0;10,24;2826;0,000000;2,26;0,624;3;non-premium;Small;Sports
872;03.06.2016;31555;3236;0;6,63;1926;0,000000;2,05;0,595;3;non-premium;Small;Sports
875;04.06.2016;31555;1805;1;1,73;1090;0,000554;0,96;0,604;3;non-premium;Small;Sports
878;05.06.2016;31555;2183;1;4,70;1338;0,000458;2,15;0,613;3;non-premium;Small;Sports
881;06.06.2016;31555;3587;0;2,81;2241;0,000000;0,78;0,625;3;non-premium;Small;Sports
884;07.06.2016;31555;3051;0;6,23;1767;0,000000;2,04;0,579;3;non-premium;Small;Sports
887;08.06.2016;31555;3761;0;9,04;2245;0,000000;2,40;0,597;3;non-premium;Small;Sports
890;09.06.2016;31555;3665;0;1,54;2212;0,000000;0,42;0,604;3;non-premium;Small;Sports
893;10.06.2016;31555;907;0;2,02;518;0,000000;2,23;0,571;3;non-premium;Small;Sports
896;11.06.2016;31555;911;0;2,12;525;0,000000;2,33;0,576;3;non-premium;Small;Sports
899;12.06.2016;31555;1173;1;1,35;667;0,000853;1,15;0,569;3;non-premium;Small;Sports
902;13.06.2016;31555;2941;0;5,68;1763;0,000000;1,93;0,599;3;non-premium;Small;Sports
905;14.06.2016;31555;2323;0;4,97;1281;0,000000;2,14;0,551;3;non-premium;Small;Sports
908;15.06.2016;31555;2271;0;5,51;1288;0,000000;2,43;0,567;3;non-premium;Small;Sports
911;16.06.2016;31555;2130;3;3,55;1211;0,001408;1,67;0,569;3;non-premium;Small;Sports
913;17.06.2016;31555;1800;0;5,26;1050;0,000000;2,92;0,583;3;non-premium;Small;Sports
916;18.06.2016;31555;215;0;0,40;104;0,000000;1,84;0,484;3;non-premium;Small;Sports
919;19.06.2016;31555;237;0;0,52;117;0,000000;2,18;0,494;3;non-premium;Small;Sports
922;20.06.2016;31555;986;0;2,62;540;0,000000;2,66;0,548;3;non-premium;Small;Sports
925;21.06.2016;31555;541;0;1,10;286;0,000000;2,04;0,529;3;non-premium;Small;Sports
928;22.06.2016;31555;1145;0;3,41;652;0,000000;2,98;0,569;3;non-premium;Small;Sports
931;23.06.2016;31555;1475;1;3,06;831;0,000678;2,07;0,563;3;non-premium;Small;Sports
933;24.06.2016;31555;602;0;1,19;305;0,000000;1,98;0,507;3;non-premium;Small;Sports
936;25.06.2016;31555;347;0;0,41;171;0,000000;1,18;0,493;3;non-premium;Small;Sports
939;26.06.2016;31555;489;0;0,94;244;0,000000;1,93;0,499;3;non-premium;Small;Sports
942;27.06.2016;31555;987;0;2,68;501;0,000000;2,71;0,508;3;non-premium;Small;Sports
945;28.06.2016;31555;1387;0;2,69;778;0,000000;1,94;0,561;3;non-premium;Small;Sports
948;29.06.2016;31555;2364;0;4,36;1389;0,000000;1,84;0,588;3;non-premium;Small;Sports
951;30.06.2016;31555;1848;0;3,24;1062;0,000000;1,75;0,575;3;non-premium;Small;Sports
867;01.07.2016;31555;3642;0;7,87;2203;0,000000;2,16;0,605;3;non-premium;Small;Sports
870;02.07.2016;31555;1073;0;2,28;613;0,000000;2,13;0,571;3;non-premium;Small;Sports
873;03.07.2016;31555;1824;0;2,61;1052;0,000000;1,43;0,577;3;non-premium;Small;Sports
876;04.07.2016;31555;5183;0;10,99;3086;0,000000;2,12;0,595;3;non-premium;Small;Sports
879;05.07.2016;31555;2220;0;3,14;1300;0,000000;1,42;0,586;3;non-premium;Small;Sports
882;06.07.2016;31555;2694;1;6,31;1625;0,000371;2,34;0,603;3;non-premium;Small;Sports
885;07.07.2016;31555;1520;0;3,83;876;0,000000;2,52;0,576;3;non-premium;Small;Sports
888;08.07.2016;31555;1826;0;1,84;1081;0,000000;1,01;0,592;3;non-premium;Small;Sports
891;09.07.2016;31555;249;1;0,20;119;0,004016;0,79;0,478;3;non-premium;Small;Sports
894;10.07.2016;31555;350;0;0,76;169;0,000000;2,17;0,483;3;non-premium;Small;Sports
897;11.07.2016;31555;929;0;2,17;471;0,000000;2,34;0,507;3;non-premium;Small;Sports
900;12.07.2016;31555;1903;0;2,95;1136;0,000000;1,55;0,597;3;non-premium;Small;Sports
903;13.07.2016;31555;1285;0;2,35;728;0,000000;1,83;0,567;3;non-premium;Small;Sports
906;14.07.2016;31555;1325;0;1,23;769;0,000000;0,93;0,58;3;non-premium;Small;Sports
909;15.07.2016;31555;1103;0;1,40;684;0,000000;1,27;0,62;3;non-premium;Small;Sports
914;17.07.2016;31555;212;0;0,59;121;0,000000;2,77;0,571;3;non-premium;Small;Sports
917;18.07.2016;31555;209;0;0,32;118;0,000000;1,54;0,565;3;non-premium;Small;Sports
920;19.07.2016;31555;463;0;1,00;273;0,000000;2,16;0,59;3;non-premium;Small;Sports
923;20.07.2016;31555;651;0;1,01;381;0,000000;1,55;0,585;3;non-premium;Small;Sports
926;21.07.2016;31555;279;0;0,83;148;0,000000;2,99;0,53;3;non-premium;Small;Sports
929;22.07.2016;31555;145;0;0,28;84;0,000000;1,93;0,579;3;non-premium;Small;Sports
934;24.07.2016;31555;222;0;0,22;137;0,000000;1,00;0,617;3;non-premium;Small;Sports
937;25.07.2016;31555;99;0;0,15;64;0,000000;1,50;0,646;3;non-premium;Small;Sports
940;26.07.2016;31555;211;0;0,53;117;0,000000;2,50;0,555;3;non-premium;Small;Sports
943;27.07.2016;31555;158;0;0,10;79;0,000000;0,64;0,5;3;non-premium;Small;Sports
946;28.07.2016;31555;193;0;0,44;100;0,000000;2,28;0,518;3;non-premium;Small;Sports
949;29.07.2016;31555;111;0;0,32;63;0,000000;2,85;0,568;3;non-premium;Small;Sports
953;31.07.2016;31555;98;0;0,25;37;0,000000;2,52;0,378;3;non-premium;Small;Sports
868;01.08.2016;31555;491;0;0,72;265;0,000000;1,47;0,54;3;non-premium;Small;Sports
871;02.08.2016;31555;594;0;0,87;322;0,000000;1,47;0,542;3;non-premium;Small;Sports
874;03.08.2016;31555;445;0;1,07;240;0,000000;2,40;0,539;3;non-premium;Small;Sports
877;04.08.2016;31555;423;0;1,11;229;0,000000;2,63;0,541;3;non-premium;Small;Sports
880;05.08.2016;31555;723;0;0,86;394;0,000000;1,19;0,545;3;non-premium;Small;Sports
883;06.08.2016;31555;243;0;0,52;106;0,000000;2,14;0,436;3;non-premium;Small;Sports
886;07.08.2016;31555;290;0;0,28;133;0,000000;0,98;0,459;3;non-premium;Small;Sports
889;08.08.2016;31555;957;0;1,71;572;0,000000;1,79;0,598;3;non-premium;Small;Sports
892;09.08.2016;31555;1964;0;2,86;1128;0,000000;1,46;0,574;3;non-premium;Small;Sports
895;10.08.2016;31555;1967;1;5,31;1138;0,000508;2,70;0,579;3;non-premium;Small;Sports
898;11.08.2016;31555;1494;0;1,91;849;0,000000;1,28;0,568;3;non-premium;Small;Sports
901;12.08.2016;31555;1333;0;0,89;714;0,000000;0,67;0,536;3;non-premium;Small;Sports
904;13.08.2016;31555;656;0;1,06;304;0,000000;1,62;0,463;3;non-premium;Small;Sports
907;14.08.2016;31555;1243;0;0,72;646;0,000000;0,58;0,52;3;non-premium;Small;Sports
910;15.08.2016;31555;1430;0;1,92;846;0,000000;1,34;0,592;3;non-premium;Small;Sports
912;16.08.2016;31555;1537;0;2,18;882;0,000000;1,42;0,574;3;non-premium;Small;Sports
915;17.08.2016;31555;1291;0;2,63;752;0,000000;2,04;0,582;3;non-premium;Small;Sports
918;18.08.2016;31555;1047;0;2,88;591;0,000000;2,75;0,564;3;non-premium;Small;Sports
921;19.08.2016;31555;902;0;0,79;520;0,000000;0,88;0,576;3;non-premium;Small;Sports
924;20.08.2016;31555;815;0;1,84;435;0,000000;2,26;0,534;3;non-premium;Small;Sports
927;21.08.2016;31555;1181;0;3,56;629;0,000000;3,01;0,533;3;non-premium;Small;Sports
930;22.08.2016;31555;1767;0;3,38;983;0,000000;1,91;0,556;3;non-premium;Small;Sports
932;23.08.2016;31555;1741;0;4,12;982;0,000000;2,37;0,564;3;non-premium;Small;Sports
935;24.08.2016;31555;1121;0;1,49;617;0,000000;1,33;0,55;3;non-premium;Small;Sports
938;25.08.2016;31555;1457;0;4,33;788;0,000000;2,97;0,541;3;non-premium;Small;Sports
941;26.08.2016;31555;516;0;1,00;262;0,000000;1,93;0,508;3;non-premium;Small;Sports
944;27.08.2016;31555;389;0;0,64;191;0,000000;1,65;0,491;3;non-premium;Small;Sports
947;28.08.2016;31555;859;0;1,57;456;0,000000;1,83;0,531;3;non-premium;Small;Sports
950;29.08.2016;31555;1417;0;3,50;834;0,000000;2,47;0,589;3;non-premium;Small;Sports
952;30.08.2016;31555;1310;0;2,56;764;0,000000;1,95;0,583;3;non-premium;Small;Sports
954;31.08.2016;31555;663;1;0,52;349;0,001508;0,79;0,526;3;non-premium;Small;Sports
955;01.06.2016;41555;750;0;1,98;193;0,000000;2,64;0,257;3;non-premium;Small;Community&Forums
959;02.06.2016;41555;564;0;0,48;155;0,000000;0,85;0,275;3;non-premium;Small;Community&Forums
963;03.06.2016;41555;417;0;0,80;131;0,000000;1,92;0,314;3;non-premium;Small;Community&Forums
967;04.06.2016;41555;507;0;1,20;115;0,000000;2,37;0,227;3;non-premium;Small;Community&Forums
971;05.06.2016;41555;612;0;1,04;178;0,000000;1,69;0,291;3;non-premium;Small;Community&Forums
975;06.06.2016;41555;663;0;1,27;162;0,000000;1,91;0,244;3;non-premium;Small;Community&Forums
979;07.06.2016;41555;657;0;1,45;165;0,000000;2,21;0,251;3;non-premium;Small;Community&Forums
983;08.06.2016;41555;698;0;0,78;181;0,000000;1,11;0,259;3;non-premium;Small;Community&Forums
987;09.06.2016;41555;594;0;0,87;152;0,000000;1,47;0,256;3;non-premium;Small;Community&Forums
991;10.06.2016;41555;401;0;0,80;128;0,000000;1,99;0,319;3;non-premium;Small;Community&Forums
995;11.06.2016;41555;644;0;1,25;197;0,000000;1,93;0,306;3;non-premium;Small;Community&Forums
999;12.06.2016;41555;741;0;0,53;225;0,000000;0,72;0,304;3;non-premium;Small;Community&Forums
1003;13.06.2016;41555;717;0;1,36;182;0,000000;1,89;0,254;3;non-premium;Small;Community&Forums
1007;14.06.2016;41555;911;0;2,46;201;0,000000;2,70;0,221;3;non-premium;Small;Community&Forums
1011;15.06.2016;41555;779;1;2,13;171;0,001284;2,74;0,22;3;non-premium;Small;Community&Forums
1015;16.06.2016;41555;678;1;0,53;179;0,001475;0,78;0,264;3;non-premium;Small;Community&Forums
1018;17.06.2016;41555;606;0;0,96;170;0,000000;1,58;0,281;3;non-premium;Small;Community&Forums
1021;18.06.2016;41555;410;0;1,10;128;0,000000;2,68;0,312;3;non-premium;Small;Community&Forums
1024;19.06.2016;41555;383;0;1,08;117;0,000000;2,82;0,305;3;non-premium;Small;Community&Forums
1028;20.06.2016;41555;435;0;1,72;130;0,000000;3,96;0,299;3;non-premium;Small;Community&Forums
1032;21.06.2016;41555;486;0;1,24;127;0,000000;2,56;0,261;3;non-premium;Small;Community&Forums
1035;22.06.2016;41555;409;1;0,72;118;0,002445;1,77;0,289;3;non-premium;Small;Community&Forums
1038;23.06.2016;41555;455;0;1,21;143;0,000000;2,66;0,314;3;non-premium;Small;Community&Forums
1041;24.06.2016;41555;293;0;0,77;88;0,000000;2,61;0,3;3;non-premium;Small;Community&Forums
1044;25.06.2016;41555;312;2;0,19;69;0,006410;0,62;0,221;3;non-premium;Small;Community&Forums
1047;26.06.2016;41555;337;1;0,28;112;0,002967;0,83;0,332;3;non-premium;Small;Community&Forums
1050;27.06.2016;41555;447;1;1,09;163;0,002237;2,43;0,365;3;non-premium;Small;Community&Forums
1053;28.06.2016;41555;344;0;0,79;122;0,000000;2,30;0,355;3;non-premium;Small;Community&Forums
1056;29.06.2016;41555;342;0;0,86;105;0,000000;2,52;0,307;3;non-premium;Small;Community&Forums
1059;30.06.2016;41555;336;0;0,39;125;0,000000;1,15;0,372;3;non-premium;Small;Community&Forums
956;01.07.2016;41555;311;0;0,94;90;0,000000;3,03;0,289;3;non-premium;Small;Community&Forums
960;02.07.2016;41555;233;0;0,45;79;0,000000;1,91;0,339;3;non-premium;Small;Community&Forums
964;03.07.2016;41555;432;0;0,56;121;0,000000;1,30;0,28;3;non-premium;Small;Community&Forums
968;04.07.2016;41555;462;0;1,18;91;0,000000;2,56;0,197;3;non-premium;Small;Community&Forums
972;05.07.2016;41555;398;0;0,74;132;0,000000;1,86;0,332;3;non-premium;Small;Community&Forums
976;06.07.2016;41555;93;0;0,35;43;0,000000;3,79;0,462;3;non-premium;Small;Community&Forums
980;07.07.2016;41555;422;0;0,44;134;0,000000;1,05;0,318;3;non-premium;Small;Community&Forums
984;08.07.2016;41555;372;0;0,62;111;0,000000;1,65;0,298;3;non-premium;Small;Community&Forums
988;09.07.2016;41555;182;0;0,30;46;0,000000;1,67;0,253;3;non-premium;Small;Community&Forums
992;10.07.2016;41555;300;0;0,36;106;0,000000;1,21;0,353;3;non-premium;Small;Community&Forums
996;11.07.2016;41555;464;0;1,21;139;0,000000;2,61;0,3;3;non-premium;Small;Community&Forums
1000;12.07.2016;41555;363;0;0,80;97;0,000000;2,20;0,267;3;non-premium;Small;Community&Forums
1004;13.07.2016;41555;324;0;0,55;125;0,000000;1,70;0,386;3;non-premium;Small;Community&Forums
1008;14.07.2016;41555;248;0;0,54;63;0,000000;2,18;0,254;3;non-premium;Small;Community&Forums
1012;15.07.2016;41555;203;0;0,27;63;0,000000;1,31;0,31;3;non-premium;Small;Community&Forums
1025;19.07.2016;41555;216;0;0,83;70;0,000000;3,85;0,324;3;non-premium;Small;Community&Forums
1029;20.07.2016;41555;69;0;0,11;20;0,000000;1,57;0,29;3;non-premium;Small;Community&Forums
957;01.08.2016;41555;438;0;0,68;120;0,000000;1,55;0,274;3;non-premium;Small;Community&Forums
961;02.08.2016;41555;545;0;1,20;120;0,000000;2,20;0,22;3;non-premium;Small;Community&Forums
965;03.08.2016;41555;492;0;0,95;161;0,000000;1,93;0,327;3;non-premium;Small;Community&Forums
969;04.08.2016;41555;477;0;1,55;174;0,000000;3,24;0,365;3;non-premium;Small;Community&Forums
973;05.08.2016;41555;501;0;1,65;196;0,000000;3,30;0,391;3;non-premium;Small;Community&Forums
977;06.08.2016;41555;387;0;0,66;139;0,000000;1,72;0,359;3;non-premium;Small;Community&Forums
981;07.08.2016;41555;441;0;0,41;120;0,000000;0,93;0,272;3;non-premium;Small;Community&Forums
985;08.08.2016;41555;477;0;1,40;166;0,000000;2,94;0,348;3;non-premium;Small;Community&Forums
989;09.08.2016;41555;503;0;1,10;158;0,000000;2,19;0,314;3;non-premium;Small;Community&Forums
993;10.08.2016;41555;395;1;0,55;140;0,002532;1,39;0,354;3;non-premium;Small;Community&Forums
997;11.08.2016;41555;479;0;0,81;156;0,000000;1,70;0,326;3;non-premium;Small;Community&Forums
1001;12.08.2016;41555;395;0;1,04;125;0,000000;2,63;0,316;3;non-premium;Small;Community&Forums
1005;13.08.2016;41555;403;0;0,85;119;0,000000;2,11;0,295;3;non-premium;Small;Community&Forums
1009;14.08.2016;41555;632;1;1,02;203;0,001582;1,62;0,321;3;non-premium;Small;Community&Forums
1013;15.08.2016;41555;487;0;1,05;149;0,000000;2,15;0,306;3;non-premium;Small;Community&Forums
1016;16.08.2016;41555;595;0;0,82;232;0,000000;1,39;0,39;3;non-premium;Small;Community&Forums
1019;17.08.2016;41555;668;0;1,95;207;0,000000;2,92;0,31;3;non-premium;Small;Community&Forums
1022;18.08.2016;41555;518;0;1,53;199;0,000000;2,95;0,384;3;non-premium;Small;Community&Forums
1026;19.08.2016;41555;457;0;0,68;142;0,000000;1,48;0,311;3;non-premium;Small;Community&Forums
1030;20.08.2016;41555;361;0;0,37;91;0,000000;1,03;0,252;3;non-premium;Small;Community&Forums
1033;21.08.2016;41555;411;0;0,66;125;0,000000;1,59;0,304;3;non-premium;Small;Community&Forums
1036;22.08.2016;41555;409;0;1,10;118;0,000000;2,69;0,289;3;non-premium;Small;Community&Forums
1039;23.08.2016;41555;581;0;1,20;187;0,000000;2,06;0,322;3;non-premium;Small;Community&Forums
1042;24.08.2016;41555;537;0;1,28;156;0,000000;2,39;0,291;3;non-premium;Small;Community&Forums
1045;25.08.2016;41555;650;0;1,25;220;0,000000;1,92;0,338;3;non-premium;Small;Community&Forums
1048;26.08.2016;41555;259;2;0,55;109;0,007722;2,14;0,421;3;non-premium;Small;Community&Forums
1051;27.08.2016;41555;402;0;0,59;124;0,000000;1,48;0,308;3;non-premium;Small;Community&Forums
1054;28.08.2016;41555;495;0;1,67;133;0,000000;3,37;0,269;3;non-premium;Small;Community&Forums
1057;29.08.2016;41555;611;0;1,07;147;0,000000;1,74;0,241;3;non-premium;Small;Community&Forums
1060;30.08.2016;41555;561;0;0,75;157;0,000000;1,34;0,28;3;non-premium;Small;Community&Forums
1062;31.08.2016;41555;227;0;0,44;83;0,000000;1,93;0,366;3;non-premium;Small;Community&Forums
958;01.09.2016;41555;186;0;0,38;93;0,000000;2,04;0,5;3;non-premium;Small;Community&Forums
962;02.09.2016;41555;109;0;0,16;48;0,000000;1,43;0,44;3;non-premium;Small;Community&Forums
966;03.09.2016;41555;175;0;0,32;80;0,000000;1,82;0,457;3;non-premium;Small;Community&Forums
970;04.09.2016;41555;229;0;0,60;94;0,000000;2,64;0,41;3;non-premium;Small;Community&Forums
974;05.09.2016;41555;314;0;0,35;144;0,000000;1,11;0,459;3;non-premium;Small;Community&Forums
978;06.09.2016;41555;410;0;0,45;152;0,000000;1,11;0,371;3;non-premium;Small;Community&Forums
982;07.09.2016;41555;338;0;0,62;137;0,000000;1,84;0,405;3;non-premium;Small;Community&Forums
986;08.09.2016;41555;416;0;1,45;145;0,000000;3,48;0,349;3;non-premium;Small;Community&Forums
990;09.09.2016;41555;234;0;0,28;94;0,000000;1,22;0,402;3;non-premium;Small;Community&Forums
994;10.09.2016;41555;270;0;0,52;103;0,000000;1,91;0,381;3;non-premium;Small;Community&Forums
998;11.09.2016;41555;246;0;0,60;99;0,000000;2,42;0,402;3;non-premium;Small;Community&Forums
1002;12.09.2016;41555;395;0;0,77;167;0,000000;1,96;0,423;3;non-premium;Small;Community&Forums
1006;13.09.2016;41555;193;0;0,51;65;0,000000;2,62;0,337;3;non-premium;Small;Community&Forums
1010;14.09.2016;41555;257;0;0,85;103;0,000000;3,30;0,401;3;non-premium;Small;Community&Forums
1014;15.09.2016;41555;335;0;0,26;125;0,000000;0,77;0,373;3;non-premium;Small;Community&Forums
1017;16.09.2016;41555;224;0;0,45;101;0,000000;2,02;0,451;3;non-premium;Small;Community&Forums
1020;17.09.2016;41555;162;0;0,58;64;0,000000;3,56;0,395;3;non-premium;Small;Community&Forums
1023;18.09.2016;41555;372;0;0,98;122;0,000000;2,65;0,328;3;non-premium;Small;Community&Forums
1027;19.09.2016;41555;379;0;0,42;152;0,000000;1,10;0,401;3;non-premium;Small;Community&Forums
1031;20.09.2016;41555;338;0;0,41;129;0,000000;1,21;0,382;3;non-premium;Small;Community&Forums
1034;21.09.2016;41555;211;0;0,36;75;0,000000;1,70;0,355;3;non-premium;Small;Community&Forums
1037;22.09.2016;41555;183;0;0,36;66;0,000000;1,96;0,361;3;non-premium;Small;Community&Forums
1040;23.09.2016;41555;109;0;0,31;38;0,000000;2,87;0,349;3;non-premium;Small;Community&Forums
1043;24.09.2016;41555;225;0;0,57;63;0,000000;2,54;0,28;3;non-premium;Small;Community&Forums
1046;25.09.2016;41555;183;0;0,31;45;0,000000;1,71;0,246;3;non-premium;Small;Community&Forums
1049;26.09.2016;41555;162;0;0,40;52;0,000000;2,46;0,321;3;non-premium;Small;Community&Forums
1052;27.09.2016;41555;291;0;0,66;92;0,000000;2,27;0,316;3;non-premium;Small;Community&Forums
1055;28.09.2016;41555;67;0;0,08;15;0,000000;1,16;0,224;3;non-premium;Small;Community&Forums
1058;29.09.2016;41555;211;0;0,46;60;0,000000;2,19;0,284;3;non-premium;Small;Community&Forums
1061;30.09.2016;41555;170;0;0,14;53;0,000000;0,84;0,312;3;non-premium;Small;Community&Forums
1063;01.06.2016;51555;2703;0;5,83;1197;0,000000;2,16;0,443;6;non-premium;Large;Health
1067;02.06.2016;51555;2745;0;7,39;1219;0,000000;2,69;0,444;6;non-premium;Large;Health
1071;03.06.2016;51555;2071;0;5,25;897;0,000000;2,53;0,433;6;non-premium;Large;Health
1075;04.06.2016;51555;2001;0;5,03;826;0,000000;2,51;0,413;6;non-premium;Large;Health
1079;05.06.2016;51555;2179;0;3,48;785;0,000000;1,59;0,36;6;non-premium;Large;Health
1083;06.06.2016;51555;2353;0;2,66;970;0,000000;1,13;0,412;6;non-premium;Large;Health
1087;07.06.2016;51555;2591;0;6,76;1042;0,000000;2,61;0,402;6;non-premium;Large;Health
1091;08.06.2016;51555;2891;0;10,57;1155;0,000000;3,66;0,4;6;non-premium;Large;Health
1095;09.06.2016;51555;2814;0;2,35;1190;0,000000;0,84;0,423;6;non-premium;Large;Health
1099;10.06.2016;51555;2274;0;5,34;918;0,000000;2,35;0,404;6;non-premium;Large;Health
1103;11.06.2016;51555;1943;0;3,22;664;0,000000;1,66;0,342;6;non-premium;Large;Health
1107;12.06.2016;51555;2508;0;6,07;878;0,000000;2,42;0,35;6;non-premium;Large;Health
1111;13.06.2016;51555;3335;0;3,34;1351;0,000000;1,00;0,405;6;non-premium;Large;Health
1115;14.06.2016;51555;3774;0;2,99;1552;0,000000;0,79;0,411;6;non-premium;Large;Health
1119;15.06.2016;51555;2810;0;6,68;1196;0,000000;2,38;0,426;6;non-premium;Large;Health
1123;16.06.2016;51555;2647;1;6,30;1165;0,000378;2,38;0,44;6;non-premium;Large;Health
1127;17.06.2016;51555;2201;0;4,05;899;0,000000;1,84;0,408;6;non-premium;Large;Health
1131;18.06.2016;51555;1295;0;2,67;486;0,000000;2,06;0,375;6;non-premium;Large;Health
1135;19.06.2016;51555;1704;1;0,97;661;0,000587;0,57;0,388;6;non-premium;Large;Health
1139;20.06.2016;51555;1963;0;4,06;845;0,000000;2,07;0,43;6;non-premium;Large;Health
1143;21.06.2016;51555;1767;0;3,82;683;0,000000;2,16;0,387;6;non-premium;Large;Health
1147;22.06.2016;51555;2042;0;7,07;848;0,000000;3,46;0,415;6;non-premium;Large;Health
1151;23.06.2016;51555;2187;1;3,33;817;0,000457;1,52;0,374;6;non-premium;Large;Health
1155;24.06.2016;51555;1457;0;2,76;585;0,000000;1,89;0,402;6;non-premium;Large;Health
1159;25.06.2016;51555;1219;0;3,51;470;0,000000;2,88;0,386;6;non-premium;Large;Health
1163;26.06.2016;51555;1423;0;3,43;492;0,000000;2,41;0,346;6;non-premium;Large;Health
1167;27.06.2016;51555;2256;0;5,97;945;0,000000;2,65;0,419;6;non-premium;Large;Health
1171;28.06.2016;51555;1501;0;1,14;648;0,000000;0,76;0,432;6;non-premium;Large;Health
1175;29.06.2016;51555;1734;0;1,22;708;0,000000;0,70;0,408;6;non-premium;Large;Health
1179;30.06.2016;51555;1788;0;4,25;728;0,000000;2,37;0,407;6;non-premium;Large;Health
1064;01.07.2016;51555;2905;0;5,25;704;0,000000;1,81;0,242;6;non-premium;Large;Health
1068;02.07.2016;51555;2261;0;4,05;460;0,000000;1,79;0,203;6;non-premium;Large;Health
1072;03.07.2016;51555;3109;0;8,07;506;0,000000;2,60;0,163;6;non-premium;Large;Health
1076;04.07.2016;51555;4245;0;12,23;693;0,000000;2,88;0,163;6;non-premium;Large;Health
1080;05.07.2016;51555;4023;0;6,56;662;0,000000;1,63;0,165;6;non-premium;Large;Health
1084;06.07.2016;51555;3759;0;8,94;730;0,000000;2,38;0,194;6;non-premium;Large;Health
